brand,model,model_year,milage,fuel_type,price
RAM,1500 Rebel,2021,51498.88,Hybrid,4226941
Toyota,86 Base,2020,23657.3,Gasoline,2270050
BMW,X5 xDrive50i,2016,128739.15,Gasoline,1991585
GMC,Yukon Denali,2018,122309.84,Gasoline,3693500
Honda,Accord EX-L,2014,99779.08,Gasoline,1575921
Maserati,Ghibli S Q4,2017,86099.69,Gasoline,2382100
Hyundai,Kona EV SEL,2022,15127.8,,2655917
BMW,435 i,2014,139207.91,Gasoline,1734700
Mercedes-Benz,GL-Class GL 450,2011,238182.32,Gasoline,821700
GMC,Sierra 1500 SLE,2014,161062.75,E85 Flex Fuel,1908087
Dodge,Challenger SRT Demon,2018,4216.47,Gasoline,12923100
BMW,X5 PHEV xDrive45e,2023,4987.34,Plug-In Hybrid,6224585
Dodge,Durango R/T,2020,125528.52,Gasoline,2448500
Ferrari,488 Spider Base,2019,14492.11,Gasoline,26551700
Ford,Bronco Sport Big Bend,2022,26875.98,Gasoline,2573000
Honda,Civic LX,2015,82559.14,Gasoline,1452500
Ford,Shelby GT350 Base,2018,13256.13,Gasoline,5220700
Volkswagen,Jetta S,2010,159324.66,Gasoline,498000
Mazda,CX-5 Grand Touring,2021,100385.8,Gasoline,2181904
Jeep,Wrangler Rubicon,2009,209214.2,Gasoline,1286500
Ford,F-250 XLT,2016,151760.76,E85 Flex Fuel,2406917
Tesla,Model Y Performance,2022,38809.23,,3859500
BMW,528 i,2016,131965.88,Gasoline,1410585
Kia,Rio S,2021,108929.79,Gasoline,1303100
Tesla,Model S 85,2014,155784.11,,2361350
Jeep,Wrangler Sport,1997,210823.54,Gasoline,456500
Tesla,Model 3 Standard Range,2020,37170.93,,2481700
Ferrari,GTC4Lusso T,2018,49889.54,Gasoline,16392417
BMW,X5 M50i,2021,46506.71,Gasoline,5893000
Mazda,MX-5 Miata RF Club,2022,11667.72,Gasoline,2956377
Ford,F-250 XLT,2014,95689.75,Diesel,3402917
Jeep,Wrangler Sahara,2012,125528.52,Gasoline,1826000
RAM,1500 Laramie,2021,38966.95,Gasoline,3859500
RAM,1500 Laramie,2020,34061.68,Gasoline,3826715
GMC,Yukon Denali,2016,173406.38,Gasoline,2946500
Ford,F-150 Lariat,2016,188292.78,Gasoline,2199500
Chevrolet,Corvette Base,2006,62976.69,Gasoline,2905000
BMW,Z4 2.5i,2004,152082.63,Gasoline,747000
Subaru,Crosstrek 2.0i Premium,2017,80484.7,Gasoline,1784085
Lexus,GX 470 Base,2004,346008.1,Gasoline,610050
RAM,1500 Laramie,2022,26740.79,Gasoline,3817917
Ford,F-150 XLT,2022,54424.66,Gasoline,3863816
Jeep,Wagoneer Series III,2022,14643.38,Gasoline,5674046
Volkswagen,GTI Base,2008,154171.55,Gasoline,817550
Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,57844.51,Gasoline,4291100
Mazda,Mazda6 iSport VE,2008,170590.04,Gasoline,356900
Kia,Telluride EX X-Line,2023,16737.14,Gasoline,3984000
Chevrolet,Tahoe LT,2022,4657.43,Gasoline,5303700
Dodge,Durango GT,2022,25092.83,Gasoline,3318755
Mercedes-Benz,AMG C 63 Base,2020,53990.14,Gasoline,4813917
BMW,320 i xDrive,2016,297727.9,Gasoline,622500
Porsche,Macan GTS,2023,10433.35,Gasoline,8042700
Honda,Pilot EX-L,2020,46487.4,Gasoline,2958535
Mercedes-Benz,GLE 350 Base,2020,42314.38,Gasoline,4149834
Chevrolet,Camaro 2SS,2017,99779.08,Gasoline,2863500
Jaguar,XF 35t Prestige,2017,163272.37,Gasoline,1535500
RAM,3500 Laramie,2013,171209.64,Diesel,3560700
BMW,335 is,2012,139415.51,Gasoline,1742585
Audi,S6 4.0T Premium Plus,2018,98584.95,Gasoline,4149917
Chrysler,300 S,2014,195534.81,Gasoline,1327917
GMC,Sierra 1500 AT4,2022,160.93,Diesel,5187417
Chrysler,200 C,2015,273587.8,E85 Flex Fuel,497585
Ford,F-150 XLT SuperCab,2010,373366.88,Gasoline,249000
MINI,Cooper S Base,2006,152887.3,Gasoline,1037500
Toyota,Venza XLE,2013,166511.97,Gasoline,1178600
Toyota,Camry Hybrid Base,2011,214236.95,Hybrid,655700
Chevrolet,Tahoe LT,2012,261889.51,E85 Flex Fuel,1203500
Mercedes-Benz,CLS-Class CLS 63 AMG S-Model 4MATIC,2014,103802.43,Gasoline,3112500
Ford,Shelby GT500 Base,2021,914.11,Gasoline,7535404
Lexus,RX 300 4WD,1999,400859.24,Gasoline,290500
Porsche,Macan S,2015,129230,Gasoline,1991917
Ford,F-150 XLT SuperCab,2004,300946.58,Gasoline,522817
Subaru,Outback 2.5 i Special Edition,2009,292690.67,Gasoline,539500
GMC,Sierra 2500 AT4,2022,36371.08,Diesel,6369420
BMW,X5 xDrive40i,2020,59545.58,Gasoline,4150000
Porsche,Taycan Base,2022,15655.66,,7387000
Lexus,GX 470 Base,2006,244619.68,Gasoline,1161585
Ford,F-150 Heritage XL SuperCab Flareside,2004,96978.83,Gasoline,2531500
Mazda,MazdaSpeed Miata MX-5 Base,2004,53690.8,Gasoline,1460717
GMC,Acadia Denali,2021,77098.65,Gasoline,3190188
Mercedes-Benz,Metris Base,2016,27905.96,Gasoline,2407000
Cadillac,DeVille Base,1994,136793.9,–,655700
Ford,Expedition EL XLT,2011,314625.97,E85 Flex Fuel,746917
Chevrolet,Monte Carlo SS,2000,119091.16,Gasoline,390100
RAM,1500 Big Horn,2015,226112.27,Gasoline,1162000
Jeep,Commander Base,2006,341984.75,Gasoline,539500
Lexus,IS-F Base,2010,124562.92,Gasoline,2863500
Ford,Utility Police Interceptor Base,2017,189902.12,Gasoline,1245000
Porsche,Carrera GT Base,2005,7081.1,Gasoline,132717000
Cadillac,Escalade ESV Luxury,2016,235285.51,Gasoline,2033500
Tesla,Model Y Performance,2020,62764.26,,3569000
Chevrolet,Avalanche 1500 LS,2005,209214.2,E85 Flex Fuel,597600
Ford,F-150 Lariat,2021,53236.97,Gasoline,3971550
Mercedes-Benz,GLB 250 Base 4MATIC,2023,1961.79,Gasoline,3857757
Jeep,Wrangler Sport,2016,65982.94,Gasoline,2075000
Nissan,350Z Touring,2004,178470.98,Gasoline,954500
Chevrolet,Corvette Z06,2016,78857.66,Gasoline,6225000
Pontiac,Solstice GXP,2007,75638.98,Gasoline,1103900
Hyundai,Sonata SE,2018,92842.82,Gasoline,1319700
Mercedes-Benz,SLS AMG Base,2012,28873.17,Gasoline,18758000
Lincoln,Navigator Reserve,2018,86904.36,Gasoline,3859500
Nissan,Maxima SL,2007,163508.94,Gasoline,556100
Ford,Ranger XLT,2021,143231.26,Gasoline,2822000
Tesla,Model 3 Long Range,2021,28968.12,,3527500
Jaguar,XE 35t Premium,2017,88513.7,Gasoline,2075000
Lincoln,MKZ Reserve,2017,115814.54,Gasoline,1556250
Cadillac,Escalade ESV Platinum,2020,148059.28,Gasoline,4150000
Ford,Fusion SE,2012,257494.4,E85 Flex Fuel,373500
Mercedes-Benz,E-Class E 350,2012,154200.52,Gasoline,996000
Jeep,Wrangler Unlimited Sport,2014,213398.48,Gasoline,1411000
Cadillac,DeVille Base,1994,75638.98,–,497170
Jeep,Wrangler Sport,2010,240531.96,Gasoline,888100
Jeep,Wrangler Sport,2011,176457.69,Gasoline,1410834
Acura,MDX 3.5L w/Technology Package,2019,145814.25,Gasoline,2298934
Volkswagen,Jetta 1.4T S,2019,94951.06,Gasoline,1411000
Chevrolet,Camaro Z28,2002,77248.32,Gasoline,1825917
Chevrolet,Corvette Z06,2016,66787.61,Gasoline,5478000
Porsche,Cayman R,2012,86904.36,Gasoline,6225000
Porsche,Cayenne Base,2018,113386.05,Gasoline,3805965
Subaru,Crosstrek 2.0i Limited,2018,135271.46,Gasoline,1784417
BMW,750 Li,2007,184314.49,Gasoline,747000
Jeep,Wrangler Sahara,2013,180004.68,Gasoline,2199500
GMC,Sierra 2500 AT4,2020,84768.77,Diesel,5768500
BMW,X3 M AWD,2021,50694.21,Gasoline,4523500
BMW,335 i,2011,117481.82,Gasoline,1328000
Jeep,Wrangler Unlimited Sahara,2019,96064.72,Gasoline,2979700
Toyota,Corolla S Plus,2016,110020.92,Gasoline,1328000
Land,Rover Discovery HSE LUXURY,2017,75960.85,Gasoline,2407000
Mercedes-Benz,E-Class E 450 4MATIC,2021,28968.12,Hybrid,5146000
Ford,Fusion Hybrid Base,2012,254864.74,Hybrid,684750
BMW,X1 xDrive 28i,2017,79984.2,Gasoline,2158000
GMC,Terrain SLE,2010,131161.21,Gasoline,1016750
BMW,i3 120Ah w/Range Extender,2019,27318.55,,2240170
Porsche,911 GT3,2018,9638.34,Gasoline,17347000
Ford,Mustang SVT Cobra,2003,25910.37,Gasoline,2946500
Land,Rover Range Rover Supercharged LWB,2020,87266.46,Gasoline,5602500
RAM,2500 Big Horn,2016,144035.93,Gasoline,2905000
Ford,E250 Cargo,2013,140818.86,E85 Flex Fuel,1475491
MINI,Countryman Cooper S ALL4,2018,19907.54,Gasoline,2398700
RAM,1500 Classic Tradesman,2019,20062.03,Gasoline,2406585
Volvo,C70 T5,2011,320258.66,Gasoline,456500
Mercedes-Benz,SL-Class SL600 Roadster,2007,125850.39,Gasoline,1908917
Toyota,Camry Hybrid XLE,2018,35405.48,Hybrid,2448500
GMC,Acadia SLE-2,2016,162213.43,Gasoline,1078585
Chevrolet,Impala 1LT,2019,160839.05,Gasoline,1478728
Jeep,Grand Cherokee L Laredo,2021,37961.11,Gasoline,3206539
Jeep,Liberty Sport,2003,165762.02,Gasoline,431600
Jaguar,XF Luxury,2009,147240.13,Gasoline,581000
Honda,Civic Sport,2020,37225.64,Gasoline,1970337
Subaru,Outback 2.5i Premium,2019,123919.18,Gasoline,1556167
Land,Rover Range Rover Sport HSE Dynamic,2019,32991.47,Gasoline,6308000
Tesla,Model Y Long Range,2022,804.67,,3809700
Lexus,ES 350 Base,2019,80161.23,Gasoline,2813700
Honda,CR-V Touring,2022,32555.34,Gasoline,3048341
Alfa,Romeo Giulia Quadrifoglio,2021,16991.41,Gasoline,6225000
BMW,330 i,2005,95433.86,Gasoline,2564700
Maybach,Type 57 Base,2004,55126.33,Gasoline,5332750
Lexus,ES 250 Base,2021,39209.96,Gasoline,3153834
Mercedes-Benz,Sprinter 2500,2016,224020.13,Diesel,1826000
Mercedes-Benz,E-Class E 350,2012,132039.91,Gasoline,1161917
Dodge,Dakota Sport,1997,458661.9,Gasoline,531117
RAM,1500 Tradesman/Express,2017,42275.75,E85 Flex Fuel,2100481
Mazda,CX-9 Touring,2016,204597,Gasoline,1391910
Porsche,911 Turbo S,2019,49889.54,Gasoline,14931700
BMW,X3 xDrive30i,2021,43452.18,Gasoline,3187200
Jeep,Grand Cherokee Limited,2015,150312.36,E85 Flex Fuel,1568700
BMW,X7 xDrive40i,2021,14805.93,Hybrid,5909600
Mercedes-Benz,SL-Class SL 550,2014,123677.78,Gasoline,2738917
Bentley,Continental GT W12,2016,98427.23,Gasoline,8134000
Jeep,Wrangler Unlimited,2005,234963.64,Gasoline,1319700
Tesla,Model S 100D,2017,62695.06,,3880250
Volkswagen,Golf SportWagen TSI SE,2017,54476.16,Gasoline,1369500
Jeep,Wrangler Unlimited Sahara,2020,99505.49,Gasoline,3308380
Kia,Sorento SXL,2017,174708.34,Gasoline,1327834
Lexus,LS 430 Base,2006,308993.28,Gasoline,613370
Mercedes-Benz,E-Class E 350 4MATIC,2014,133755.47,Gasoline,1286500
Tesla,Model X 75D,2016,83685.68,,4316000
RAM,1500 Rebel,2020,92215.18,Gasoline,3610500
MINI,Cooper Base,2008,168176.03,Gasoline,340300
Jeep,Cherokee Sport,1996,274476.16,Gasoline,539500
Ford,Mustang GT Premium,2013,28968.12,Gasoline,2407000
Lincoln,Navigator Reserve,2019,62764.26,Gasoline,4315917
Jeep,Gladiator Rubicon,2020,61154.92,Gasoline,3735000
Porsche,Cayman GT4,2016,24410.47,Gasoline,9545000
Honda,Civic EX,2012,269574.11,Gasoline,539500
Jeep,Grand Cherokee Laredo,2012,267150.44,E85 Flex Fuel,1079000
Ford,Shelby GT500 Base,2021,30899.33,Gasoline,6884850
Land,Rover Defender SE,2022,74029.64,Hybrid,6225000
Hummer,H3 Base,2007,323477.34,Gasoline,597600
Kia,Sportage LX,2014,140012.58,Gasoline,738700
GMC,Yukon XL 1500 SLT,2015,233354.3,Gasoline,2070850
Jeep,Wrangler Unlimited Sport,2020,53204.78,Gasoline,3029500
Ford,Bronco XLT,1995,313821.3,–,1245000
Tesla,Model S Long Range Plus,2021,16978.54,,5627400
Audi,A6 3.0T Prestige,2014,144035.93,Gasoline,1494000
Jeep,Wrangler 80th Anniversary,2021,43452.18,Hybrid,3112500
Jeep,Wrangler Sport,2010,140414.92,Gasoline,1535500
Volkswagen,CC 2.0T Sport,2016,123106.46,Gasoline,1079000
Cadillac,SRX Luxury Collection,2016,113463.3,Gasoline,1286500
Porsche,Cayenne Turbo,2009,67535.95,Gasoline,2905000
Toyota,4Runner 4WD,1999,429693.78,Gasoline,664000
Mitsubishi,Eclipse GT,2003,234963.64,Gasoline,348600
Chevrolet,Corvette Stingray w/1LT,2023,14484.06,Gasoline,6847500
Toyota,GR86 Premium,2022,1689.81,Gasoline,3320000
Land,Rover Range Rover P525 Westminster,2021,35840,Gasoline,7461700
Ford,Mustang GT Premium,2012,32025.87,Gasoline,2199500
Tesla,Model Y Long Range,2020,31864.93,,3734170
RAM,1500 Sport,2012,182660.09,Gasoline,1485700
Lamborghini,Gallardo LP550-2,2013,35405.48,Gasoline,12450000
INFINITI,Q60 3.0t Red Sport 400,2022,5310.82,Gasoline,4482000
Volkswagen,e-Golf SE,2016,66972.68,,996000
Tesla,Model X Long Range,2022,19086.77,,7677500
BMW,M5 Base,2015,43452.18,Gasoline,4357500
Kia,K5 GT-Line,2022,35568.02,Gasoline,2442690
Chevrolet,Caprice Classic Base,1996,96560.4,Gasoline,1535500
Subaru,BRZ Limited,2013,74757.06,Gasoline,1899704
Lincoln,MKZ Reserve I,2019,57936.24,Gasoline,2199500
Chevrolet,Corvette Grand Sport,2019,21082.35,Gasoline,5141850
Audi,Q5 2.0T Premium Plus,2019,80467,Gasoline,2241000
Mazda,CX-9 Signature,2018,31382.13,Gasoline,2676750
Ford,Mustang GT,2016,57936.24,Gasoline,2573000
Rolls-Royce,Wraith Base,2016,33796.14,Gasoline,18011000
Chevrolet,Camaro 1SS,2022,10686.02,Gasoline,4315917
BMW,X5 xDrive35i,2016,120459.1,Gasoline,1817700
Nissan,Maxima SV,2014,188292.78,Gasoline,904700
Toyota,Tundra TRD Pro,2016,82720.08,E85 Flex Fuel,3311700
INFINITI,QX60 AUTOGRAPH,2022,9656.04,Gasoline,4813917
Mitsubishi,Lancer Evolution MR,2006,205995.52,Gasoline,3153917
BMW,X3 xDrive30i,2021,24140.1,Gasoline,3319585
Toyota,Tundra SR5,2016,191511.46,Gasoline,2485850
Lincoln,Mark LT Base,2006,140817.25,Gasoline,1078917
Ford,Flex SEL,2011,239791.66,Gasoline,663917
Audi,Q5 2.0T Premium Plus,2015,88030.9,E85 Flex Fuel,1742585
Ford,F-150 XL,2021,73995.84,Gasoline,3198156
Lincoln,Continental Reserve,2017,91484.54,Gasoline,2407000
Tesla,Model X 75D,2017,151438.89,,4141700
Jeep,Grand Cherokee Limited,2017,128988.6,Gasoline,1867500
GMC,Terrain SLT-1,2013,18608.8,Gasoline,1020900
Tesla,Model X Long Range,2022,12070.05,,6972000
Mercedes-Benz,AMG E 53 Base 4MATIC,2021,25129.84,Hybrid,6474000
Subaru,Impreza WRX Base,2013,181855.42,Gasoline,1328000
Kia,Optima S,2018,119091.16,Gasoline,1245000
Mercedes-Benz,M-Class ML 350,2011,159646.53,Gasoline,987700
Volkswagen,Beetle 2.0T S,2018,59262.34,Gasoline,1991917
Acura,RSX Base,2005,299401.61,Gasoline,556100
GMC,Acadia SLE,2020,93341.72,Gasoline,2299100
Ford,F-150 Lariat,2020,50291.88,Gasoline,3527500
Jeep,Gladiator Overland,2020,69201.62,Gasoline,3859500
Toyota,Tacoma TRD Sport,2020,66303.2,Gasoline,3452634
Kia,EV6 GT-Line,2022,35405.48,,3735000
Genesis,GV70 3.5T Sport,2022,20760.49,Gasoline,4399000
Ford,Explorer ST,2022,16898.07,Gasoline,4150000
MINI,Countryman Cooper,2020,120257.93,Gasoline,1793796
Mazda,CX-5 Grand Touring,2021,98358.03,Gasoline,2198255
BMW,325 i,2003,228526.28,Gasoline,398400
Ford,Mustang EcoBoost Premium,2019,49889.54,–,2880100
Toyota,Yaris L,2012,208176.18,Gasoline,659850
Chevrolet,Express 1500 Base,2010,328305.36,E85 Flex Fuel,406700
Lincoln,Navigator L Select,2016,186039.7,Gasoline,1867500
Jeep,Wrangler Sahara Altitude,2023,2515.4,Hybrid,5187500
Bentley,Continental GT Base,2007,116139.63,Gasoline,2987585
Lexus,RX 350 F Sport,2018,42003.77,Gasoline,3145617
BMW,430 i,2017,94757.94,Gasoline,1743000
Cadillac,Escalade Sport Platinum,2021,41842.84,Gasoline,8632000
Honda,Civic EX,2008,306804.58,Gasoline,456500
Porsche,Cayenne AWD,2020,60350.25,Gasoline,4971700
Ford,Mustang Mach-E GT,2022,22299.02,,4482000
Cadillac,ATS 2.5L Luxury,2013,362101.5,Gasoline,1128800
Lexus,LS 460 Base,2014,198360.81,Gasoline,2074585
Cadillac,Escalade Premium Luxury,2021,18441.43,Gasoline,7378700
Mercedes-Benz,C-Class C 300 4MATIC Sport,2016,108290.88,Gasoline,1700670
Hyundai,Veloster Base,2013,91470.06,Gasoline,871500
Chevrolet,Corvette Base,2002,71081.33,Gasoline,2490000
Mercedes-Benz,C-Class C 300 4MATIC,2019,96183.81,Gasoline,2232700
Kia,Stinger GT,2018,90605.84,Gasoline,2485850
Volvo,S60 R,2004,268759.78,Gasoline,664000
Chevrolet,Silverado 2500 LT,2015,197578.67,E85 Flex Fuel,2282417
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,95387.19,Gasoline,4564585
GMC,Sierra 1500 SLE,2015,164152.68,Gasoline,2033500
Chevrolet,Silverado 1500 RST,2020,65868.68,Gasoline,3718400
Porsche,911 Turbo S,2019,35405.48,Gasoline,14516700
Chevrolet,Suburban Z71,2022,30899.33,Gasoline,5792570
Mercedes-Benz,G-Class G 550 4MATIC,2019,52103.99,Gasoline,10624000
Porsche,911 Carrera,2023,31864.93,Gasoline,11196700
Land,Rover Range Rover Sport HSE,2011,168980.7,Gasoline,830000
Ford,F-250 Lariat,2016,197385.55,Diesel,3228700
Subaru,BRZ Limited,2022,22530.76,Gasoline,2904917
Lexus,LS 460 Base,2008,162330.91,Gasoline,1277951
Land,Rover Range Rover Sport HSE,2013,178636.74,Gasoline,1245000
Cadillac,Escalade Sport Platinum,2021,61959.59,Gasoline,7884585
Nissan,Pathfinder S,2020,66385.27,Gasoline,1814795
MINI,Cooper S Base,2006,160290.26,Gasoline,456500
Acura,ILX 2.0L w/Premium Package,2013,318649.32,Gasoline,913000
Lexus,RX 350 Base,2021,33149.19,Gasoline,3535717
Porsche,911 Carrera S,2013,83756.49,Gasoline,6349500
MINI,Hardtop Cooper S,2022,38265.28,Gasoline,2490000
Ford,F-150 Platinum,2018,97622.56,Gasoline,3892700
BMW,i3 Base,2015,41842.84,,1244917
Mazda,CX-5 Touring,2018,98169.74,Gasoline,1809400
Lexus,RX 350 F Sport Performance,2020,86502.02,Gasoline,2705800
BMW,X5 M50i,2023,22104.28,Gasoline,6465451
Mercedes-Benz,E-Class E 300,2019,52432.3,Gasoline,2821834
Porsche,911 Carrera Cabriolet,2006,154939.21,Gasoline,4357500
Ford,F-350 Lariat,2015,260713.08,Diesel,2656000
BMW,X3 xDrive30i,2019,148123.65,Gasoline,2074917
RAM,1500 SLT,2017,118592.26,Gasoline,2241000
Toyota,Tacoma Base,2009,78455.32,Gasoline,1485700
Cadillac,SRX Performance Collection,2011,200430.42,Gasoline,701350
Ford,Mustang GT Premium,2010,111044.46,Gasoline,1660000
Dodge,Ram 2500 Laramie Quad Cab,2004,238182.32,Diesel,1577000
BMW,650 i,2006,196566.4,Gasoline,871500
Subaru,Impreza WRX,2012,170590.04,Gasoline,1245000
Ford,Edge Titanium,2017,182328.57,Gasoline,1369500
Kia,Telluride SX,2021,39304.91,Gasoline,3678145
Tesla,Model S Long Range,2022,45061.52,,5706250
RAM,1500 Rebel,2018,88191.83,Gasoline,3075150
Ford,Explorer XLT,2017,259103.74,Gasoline,1452500
Mercedes-Benz,AMG GLE 43 4MATIC Coupe,2019,46276.57,Gasoline,5092050
Audi,Q5 2.0T Premium Plus,2016,83854.66,E85 Flex Fuel,1701417
Nissan,Armada Platinum,2018,193040.33,Gasoline,1742917
Mercedes-Benz,SL-Class SL500 Roadster,2003,128877.56,Gasoline,1037500
Bentley,Bentayga V8,2021,39428.83,Gasoline,13695000
Jeep,Gladiator Overland,2021,6598.29,Gasoline,4565000
BMW,M2 CS,2020,15562.32,Gasoline,8590500
Dodge,Charger SE,2017,101790.76,Gasoline,1547950
Lincoln,MKX Black Label,2017,111738.09,Gasoline,2199500
Toyota,Tundra SR5,2015,173879.53,Gasoline,2604540
BMW,335 i,2008,157715.32,Gasoline,1161834
BMW,X1 xDrive28i,2019,84092.84,Gasoline,2863500
Ford,F-350 Platinum,2022,38382.76,Diesel,8279250
Mercedes-Benz,Sprinter High Roof,2015,2414.01,Diesel,3278500
Dodge,Challenger GT,2021,64373.6,Gasoline,2697500
Audi,S4 3.0 Prestige,2012,62310.43,Gasoline,2573000
Toyota,Tacoma TRD Sport,2018,135480.68,Gasoline,2987834
Mercedes-Benz,Sprinter 2500 Standard Roof,2021,21475.03,Diesel,4689500
INFINITI,Q50 3.0t Red Sport 400,2018,83444.28,Gasoline,2398700
Porsche,911 Carrera 4S,2002,192316.13,Gasoline,3070585
Ford,Expedition Max Limited,2021,49757.57,Gasoline,4315917
Chevrolet,Corvette Stingray w/3LT,2023,1770.27,Gasoline,7636000
Mercedes-Benz,C-Class C 300,2019,64373.6,Gasoline,2315700
Jeep,Grand Cherokee Limited,2005,161738.67,Gasoline,829834
Dodge,Charger SRT Hellcat,2020,87419.35,Gasoline,5561000
Mercedes-Benz,C-Class C 300 4MATIC,2018,78857.66,Gasoline,1946350
Porsche,911 Carrera S,2020,45061.52,Gasoline,11204917
Porsche,911 GT3,2022,2816.34,Gasoline,22825000
Cadillac,DTS Luxury,2007,209214.2,Gasoline,290417
Maserati,Grecale Modena,2023,5988.35,Gasoline,5780535
Mercedes-Benz,S-Class S 550,2016,125691.06,Gasoline,2863500
Chevrolet,Malibu 1LT,2017,86904.36,Gasoline,1328000
Nissan,Quest SL,2011,297727.9,Gasoline,622500
Mercedes-Benz,SLK-Class SLK 250,2015,78857.66,Gasoline,1950500
GMC,Sierra 2500 Denali,2024,3287.88,Gasoline,6764500
Lexus,RX 350 Base,2016,115470.14,Gasoline,2324000
Chevrolet,Corvette Stingray w/3LT,2020,8358.91,Gasoline,7262500
BMW,330 i,2019,67914.15,Gasoline,2282500
Mercedes-Benz,GLC 300 Base,2020,68746.18,Gasoline,2780500
Tesla,Model S 75D,2016,164571.11,,2597900
Chevrolet,Corvette Stingray w/2LT,2022,17845.97,Gasoline,6714700
Jaguar,XF 25t Prestige,2018,60796.04,Gasoline,2697500
Ford,F-150 XLT,2021,57809.1,Gasoline,3568585
Ford,Bronco Outer Banks,2023,2896.81,Gasoline,4556700
Scion,FR-S Monogram,2014,262353,Gasoline,738700
Mercedes-Benz,C-Class C 300 4MATIC,2020,22884.81,Gasoline,2946500
Chevrolet,Tahoe Premier,2019,78662.93,Gasoline,4114559
BMW,M3 Base,2002,188614.65,Gasoline,1245000
Ford,F-150 Lariat,2016,40233.5,E85 Flex Fuel,5395000
BMW,i3 Base w/Range Extender,2014,119895.83,,954417
INFINITI,G37 Journey,2013,53591.02,Gasoline,1825170
Ford,Expedition XLT,2007,199431.02,Gasoline,572700
BMW,X3 sDrive30i,2021,20599.55,Gasoline,3319170
Aston,Martin Vantage GT Base,2015,33957.07,Gasoline,6640000
Chevrolet,Tahoe LT,2009,168551.01,E85 Flex Fuel,1245000
Ford,Transit-250 Base,2020,85295.02,Gasoline,3195500
Lexus,ES 250 Base,2021,28276.1,Gasoline,3319834
RAM,1500 Rebel,2020,102796.59,Hybrid,3477700
Ford,Maverick XL,2023,20116.75,Hybrid,2489917
BMW,Z3 3.0i Roadster,2001,167355.27,Gasoline,871500
Chevrolet,Camaro 1SS,2022,11265.38,Gasoline,4150000
Chevrolet,Corvette Stingray w/3LT,2023,14484.06,Gasoline,7636000
Pontiac,Solstice GXP,2007,12552.85,Gasoline,1577000
Cadillac,XTS Luxury,2017,111509.56,Gasoline,1742751
Toyota,Highlander Limited,2011,170590.04,Gasoline,1377800
Lincoln,Navigator Reserve,2020,109435.12,Gasoline,4647917
Toyota,Highlander Hybrid Limited Platinum,2019,22253.95,Hybrid,3569000
Audi,A3 2.0T Tech Premium,2018,63729.86,Gasoline,2240917
Jeep,Wrangler SE,2003,148059.28,Gasoline,1037500
Toyota,Tacoma SR,2022,8078.89,Gasoline,3029500
Chevrolet,Trailblazer SS,2007,173486.85,Gasoline,1245000
Audi,A5 2.0T Premium Plus,2019,38345.74,Gasoline,2904585
Audi,A6 55 Premium,2020,40716.3,Hybrid,3311700
Mercedes-Benz,Sprinter 2500,2016,642126.66,Diesel,2033500
Porsche,911 Carrera,2005,74351.51,Gasoline,4149917
Chevrolet,Corvette Stingray w/2LT,2022,5082.3,Gasoline,7137087
GMC,Acadia SLE,2021,41842.84,Gasoline,2564700
Porsche,911 Carrera,2020,20531.96,Gasoline,8955700
Chevrolet,Corvette Base,2007,198753.49,Gasoline,2241000
Ford,Mustang GT Premium,2018,43194.69,Gasoline,3527500
Ford,Edge SEL,2021,28704.19,Gasoline,2650439
Cadillac,Escalade Luxury,2012,184269.43,E85 Flex Fuel,1336300
Chevrolet,Corvette Stingray w/3LT,2022,8690.44,Gasoline,7461700
Toyota,Corolla LE,2016,28163.45,Gasoline,1253300
Chevrolet,Express 2500 Work Van,2017,90123.04,Gasoline,3701800
Chevrolet,Trax LS,2020,33474.27,Gasoline,1577000
Volkswagen,Golf Auto TSI S,2015,173073.25,Gasoline,1095600
Nissan,Pathfinder Silver,2012,331524.04,Gasoline,415000
Ford,F-150 Platinum,2018,59706.51,E85 Flex Fuel,3818000
Land,Rover Range Rover Velar P380 SE R-Dynamic,2019,31885.85,Gasoline,4307700
Kia,Sportage LX,2010,335259.32,Gasoline,290500
Lexus,LS 460 Base,2012,321868,Gasoline,829585
MINI,Cooper S Base,2012,106216.44,Gasoline,912917
Bentley,Bentayga Activity Edition,2018,65982.94,Gasoline,9379000
Volvo,XC60 T6 Inscription,2019,33189.42,Gasoline,3054400
Ford,Explorer Limited,2018,138403.24,Gasoline,2232700
Porsche,Cayenne Turbo GT,2022,2842.09,Gasoline,17429585
Mercedes-Benz,G-Class G 550 4MATIC,2016,82646.05,Gasoline,6059000
Jeep,Wrangler Unlimited Rubicon 392,2021,61154.92,Gasoline,6057340
Toyota,Avalon Hybrid XLE Premium,2015,259103.74,Hybrid,954500
Nissan,Juke SL,2012,120298.16,Gasoline,1037500
Porsche,911 Carrera 4,2013,108665.86,Gasoline,4938500
MINI,Cooper S Base,2012,244619.68,Gasoline,747000
Subaru,Ascent Touring 7-Passenger,2019,114702.49,Gasoline,1983700
Subaru,WRX STI Base,2017,60833.05,Gasoline,2697500
Land,Rover Range Rover Sport HSE,2019,67592.28,Gasoline,4066170
Kia,Sorento Plug-In Hybrid SX Prestige,2022,16255.94,Plug-In Hybrid,3734170
